в, PREP: 4538
шланг, NOUN: 12
продаю, VERB: 12
ароматный, ADJF: 12
обратил, VERB: 12
фосфор, NOUN: 12
колючий, ADJF: 12
конский, ADJF: 12
сложный, ADJF: 12
покрытие, NOUN: 12
понадобился, VERB: 12
лимонник, NOUN: 12
облепиха, NOUN: 12
баня, NOUN: 12
заменить, INFN: 12
стенка, NOUN: 12
итак, CONJ: 12
фиалка, NOUN: 12
размножить, INFN: 12
низкорослый, ADJF: 12
железный, ADJF: 12
редиска, NOUN: 12
пиренейский, ADJF: 12
стимулятор, NOUN: 12
соорудить, INFN: 12
мульчировать, INFN: 12
ограждение, NOUN: 12
желтею, VERB: 12
вручную, ADVB: 12
сельский, ADJF: 12
смотреть, INFN: 12
магазинный, ADJF: 12
заказывать, INFN: 12
откуда, ADVB: 12
живой, ADJF: 11
укрывать, INFN: 11
важен, ADJS: 11
оттенок, NOUN: 11
провод, NOUN: 11
женщина, NOUN: 11
подкармливать, INFN: 11
пикировка, NOUN: 11
приспособление, NOUN: 11
профилактика, NOUN: 11
способен, ADJS: 11
погибаю, VERB: 11
украшение, NOUN: 11
счастье, NOUN: 11
мощнее, COMP: 11
готовить, INFN: 11
страдаю, VERB: 11
бумага, NOUN: 11
больший, ADJF: 11
вариант, NOUN: 11
тысяча, NOUN: 11
подробнее, COMP: 11
календула, NOUN: 11
никуда, ADVB: 11
хожу, VERB: 11
проект, NOUN: 11
полил, VERB: 11
способствую, VERB: 11
прошлый, ADJF: 11
лоза, NOUN: 11
сушилка, NOUN: 11
шкурка, NOUN: 11
авокадо, NOUN: 11
декоративен, ADJS: 11
удачный, ADJF: 11
оранжевый, ADJF: 11
приобретать, INFN: 11
оптимальный, ADJF: 11
яблочко, NOUN: 11
слежу, VERB: 11
преимущество, NOUN: 11
представляю, VERB: 11
мечта, NOUN: 11
сфотографировал, VERB: 11
мусор, NOUN: 11
род, NOUN: 11
бурый, ADJF: 11
палка, NOUN: 11
фольга, NOUN: 11
ухаживаю, VERB: 11
используюсь, VERB: 11
мужской, ADJF: 11
сеять, INFN: 11
укроп, NOUN: 11
воспользовался, VERB: 11
селекция, NOUN: 11
избавиться, INFN: 11
кухня, NOUN: 11
песчаный, ADJF: 11
задача, NOUN: 11
отход, NOUN: 11
парковый, ADJF: 11
полить, INFN: 11
удобнее, COMP: 11
кусок, NOUN: 11
боярышник, NOUN: 11
важный, ADJF: 11
прирост, NOUN: 11
листовой, ADJF: 11
освещение, NOUN: 11
нагреваюсь, VERB: 11
пост, NOUN: 11
сушка, NOUN: 11
электрокультиватор, NOUN: 11
коза, NOUN: 11
цель, NOUN: 11
свободный, ADJF: 11
рыхлю, VERB: 11
построить, INFN: 11
дефицит, NOUN: 11
дождался, VERB: 11
образование, NOUN: 11
пропал, VERB: 11
кисть, NOUN: 11
управление, NOUN: 11
травка, NOUN: 11
реклама, NOUN: 11
сердце, NOUN: 11
кладу, VERB: 11
шкаф, NOUN: 11
меняюсь, VERB: 11
урожайный, ADJF: 11
предел, NOUN: 11
инфекция, NOUN: 11
смена, NOUN: 11
отец, NOUN: 11
балконный, ADJF: 11
поликарбонат, NOUN: 11
зверь, NOUN: 11
выращенный, PRTF: 10
предпочтение, NOUN: 10
добавлять, INFN: 10
отросток, NOUN: 10
мульчирование, NOUN: 10
вкусовой, ADJF: 10
смерть, NOUN: 10
копаю, VERB: 10
отношение, NOUN: 10
подмосковье, NOUN: 10
крупнее, COMP: 10
плюс, NOUN: 10
ампельный, ADJF: 10
лунка, NOUN: 10
ближе, COMP: 10
привить, INFN: 10
уверен, PRTS: 10
сомневаюсь, VERB: 10
сооружение, NOUN: 10
закрыть, INFN: 10
дельный, ADJF: 10
насос, NOUN: 10
духовка, NOUN: 10
целина, NOUN: 10
напряжение, NOUN: 10
северный, ADJF: 10
комплексный, ADJF: 10
написан, PRTS: 10
забываю, VERB: 10
пробовать, INFN: 10
трико, NOUN: 10
бюджет, NOUN: 10
кактус, NOUN: 10
смотря, GRND: 10
оба, NUMR: 10
накрыть, INFN: 10
древесный, ADJF: 10
плодородный, ADJF: 10
вира, NOUN: 10
существую, VERB: 10
выпускаю, VERB: 10
центральный, ADJF: 10
дальнейший, ADJF: 10
снять, INFN: 10
синий, ADJF: 10
скручиваюсь, VERB: 10
подсолнечник, NOUN: 10
полметра, NOUN: 10
короб, NOUN: 10
понять, INFN: 10
услышать, INFN: 10
радость, NOUN: 10
ипомея, NOUN: 10
помощник, NOUN: 10
нева, NOUN: 10
остаюсь, VERB: 10
мысль, NOUN: 10
достижение, NOUN: 10
засох, VERB: 10
флокс, NOUN: 10
спирт, NOUN: 10
кубань, NOUN: 10
набираю, VERB: 10
впервые, ADVB: 10
устойчивость, NOUN: 10
пеларгония, NOUN: 10
этап, NOUN: 10
чистка, NOUN: 10
растительный, ADJF: 10
что, NPRO: 10
сгорел, VERB: 10
вилы, NOUN: 10
повредить, INFN: 10
наиболее, ADVB: 10
обратился, VERB: 10
сложность, NOUN: 10
цветонос, NOUN: 10
действие, NOUN: 10
пепел, NOUN: 10
назначение, NOUN: 10
шина, NOUN: 10
соорудил, VERB: 10
удача, NOUN: 10
палочка, NOUN: 10
предыдущий, ADJF: 10
сено, NOUN: 10
рассаживаю, VERB: 10
пиво, NOUN: 10
компактный, ADJF: 10
пришёл, VERB: 10
кабель, NOUN: 10
опасен, ADJS: 10
суть, NOUN: 10
краснодарский, ADJF: 10
фотка, NOUN: 10
расход, NOUN: 10
развиваюсь, VERB: 10
профессионал, NOUN: 10
похожий, ADJF: 10
полоска, NOUN: 10
ход, NOUN: 10
будущий, ADJF: 10
приличный, ADJF: 10
дрожжи, NOUN: 10
укрыть, INFN: 10
среда, NOUN: 10
пшеница, NOUN: 10
начинать, INFN: 10
соседний, ADJF: 10
траншея, NOUN: 10
вымерзаю, VERB: 10
орошение, NOUN: 10
номер, NOUN: 10
лиственный, ADJF: 10
фасоль, NOUN: 10
красавица, NOUN: 10
сюда, ADVB: 9
расположен, PRTS: 9
начиная, GRND: 9
решился, VERB: 9
закончился, VERB: 9
декабрист, NOUN: 9
переворачиваю, VERB: 9
раскладываю, VERB: 9
нога, NOUN: 9
эффективный, ADJF: 9
острый, ADJF: 9
комментарий, NOUN: 9
пригоден, ADJS: 9
конкурс, NOUN: 9
айва, NOUN: 9
избыток, NOUN: 9
сарай, NOUN: 9
кормить, INFN: 9
видеть, INFN: 9
мульчирую, VERB: 9
агротехник, NOUN: 9
кусочек, NOUN: 9
травянистый, ADJF: 9
структура, NOUN: 9
телефон, NOUN: 9
расположение, NOUN: 9
электроэнергия, NOUN: 9
положить, INFN: 9
теплее, COMP: 9
некуда, PRED: 9
организм, NOUN: 9
речь, NOUN: 9
канавка, NOUN: 9
торчу, VERB: 9
круг, NOUN: 9
рядок, NOUN: 9
муравей, NOUN: 9
экземпляр, NOUN: 9
готовлюсь, VERB: 9
км, NOUN: 9
запах, NOUN: 9
колготки, NOUN: 9
экономия, NOUN: 9
старенький, ADJF: 9
пахну, VERB: 9
панель, NOUN: 9
повреждение, NOUN: 9
неправильный, ADJF: 9
круглый, ADJF: 9
дуга, NOUN: 9
имя, NOUN: 9
характеристика, NOUN: 9
оставлять, INFN: 9
краска, NOUN: 9
ровный, ADJF: 9
культурный, ADJF: 9
известь, NOUN: 9
обеспечить, INFN: 9
почта, NOUN: 9
черных, NOUN: 9
продолжаю, VERB: 9
опрыскивать, INFN: 9
удобрить, INFN: 9
цинния, NOUN: 9
стойкий, ADJF: 9
настурция, NOUN: 9
поесть, INFN: 9
выросший, PRTF: 9
вытягиваюсь, VERB: 9
гнездо, NOUN: 9
инет, NOUN: 9
палец, NOUN: 9
завёл, VERB: 9
несмотря, PREP: 9
носик, NOUN: 9
тепличный, ADJF: 9
зять, NOUN: 9
прицеп, NOUN: 9
женский, ADJF: 9
высадить, INFN: 9
подробный, ADJF: 9
срезаю, VERB: 9
вовсе, ADVB: 9
страница, NOUN: 9
куриный, ADJF: 9
редкий, ADJF: 9
мышь, NOUN: 9
учитывать, INFN: 9
указан, PRTS: 9
заливаю, VERB: 9
прудик, NOUN: 9
пилю, VERB: 9
приезжаю, VERB: 9
иду, VERB: 9
заинтересовался, VERB: 9
открываюсь, VERB: 9
сплошной, ADJF: 9
одежда, NOUN: 9
развожу, VERB: 9
анализ, NOUN: 9
спросил, VERB: 9
вазон, NOUN: 9
рыхление, NOUN: 9
разновидность, NOUN: 9
высушиваю, VERB: 9
трещина, NOUN: 9
нюанс, NOUN: 9
биогумус, NOUN: 9
отопление, NOUN: 9
жарю, VERB: 9
посыпаю, VERB: 9
орешек, NOUN: 9
междурядье, NOUN: 9
лоток, NOUN: 9
победитель, NOUN: 9
почвенный, ADJF: 9
выбирать, INFN: 9
провести, INFN: 9
соседский, ADJF: 9
бычий, ADJF: 9
потеря, NOUN: 9
новенький, ADJF: 9
привитый, PRTF: 9
поступить, INFN: 9
сода, NOUN: 9
считаюсь, VERB: 9
искусственный, ADJF: 9
разгар, NOUN: 9
каталог, NOUN: 9
больной, ADJF: 9
опрыскиваю, VERB: 9
избежать, INFN: 9
коллекционер, NOUN: 9
центр, NOUN: 9
процент, NOUN: 9
шесть, NUMR: 9
тонкость, NOUN: 9
служу, VERB: 9
высокорослый, ADJF: 9
парочка, NOUN: 9
съел, VERB: 9
декабрь, NOUN: 9
стабильный, ADJF: 9
денежный, ADJF: 9
редис, NOUN: 9
сырой, ADJF: 9
минус, NOUN: 9
обратный, ADJF: 9
лоджия, NOUN: 9
соус, NOUN: 9
камера, NOUN: 9
кончик, NOUN: 9
кипяток, NOUN: 9
кролик, NOUN: 9
сын, NOUN: 9
прав, ADJS: 9
научный, ADJF: 9
обрезанный, PRTF: 9
интерес, NOUN: 9
придумал, VERB: 9
рекомендация, NOUN: 9
приманка, NOUN: 9
насыпаю, VERB: 9
утеплитель, NOUN: 9
лечить, INFN: 9
полезен, ADJS: 9
скорлупа, NOUN: 9
заготовка, NOUN: 9
тяж, NOUN: 9
достать, INFN: 9
идеал, NOUN: 9
реле, NOUN: 9
периметр, NOUN: 9
признак, NOUN: 9
положение, NOUN: 9
защитить, INFN: 8
подумать, INFN: 8
пространство, NOUN: 8
чердак, NOUN: 8
украсить, INFN: 8
устраиваю, VERB: 8
семенной, ADJF: 8
высох, VERB: 8
рассказать, INFN: 8
густой, ADJF: 8
суперфосфат, NOUN: 8
монтаж, NOUN: 8
плодородие, NOUN: 8
проснулся, VERB: 8
лезвие, NOUN: 8
тепличка, NOUN: 8
вспомнил, VERB: 8
крот, NOUN: 8
серебристый, ADJF: 8
пожалел, VERB: 8
насосный, ADJF: 8
народный, ADJF: 8
помидорчик, NOUN: 8
потерял, VERB: 8
изготовление, NOUN: 8
грязный, ADJF: 8
падаю, VERB: 8
дочка, NOUN: 8
скошенный, PRTF: 8
мясистый, ADJF: 8
разводить, INFN: 8
камин, NOUN: 8
жарить, INFN: 8
задумываюсь, VERB: 8
добиться, INFN: 8
нечего, NPRO: 8
сугроб, NOUN: 8
выгребной, ADJF: 8
крокус, NOUN: 8
излишек, NOUN: 8
выбрав, GRND: 8
удивительный, ADJF: 8
обработал, VERB: 8
трубка, NOUN: 8
укладываю, VERB: 8
замена, NOUN: 8
привожу, VERB: 8
копать, INFN: 8
возможный, ADJF: 8
каменный, ADJF: 8
некоторый, ADJF: 8
тример, NOUN: 8
молодец, NOUN: 8
посему, ADVB: 8
избавился, VERB: 8
горошек, NOUN: 8
традиционный, ADJF: 8
созрел, VERB: 8
зимовать, INFN: 8
растить, INFN: 8
тара, NOUN: 8
приживаюсь, VERB: 8
привык, VERB: 8
требователен, ADJS: 8
светлый, ADJF: 8
литература, NOUN: 8
чищу, VERB: 8
пожелтел, VERB: 8
чудесный, ADJF: 8
подсмотрел, VERB: 8
кочан, NOUN: 8
грязь, NOUN: 8
обладаю, VERB: 8
скосить, INFN: 8
отнести, INFN: 8
зависеть, INFN: 8
жив, ADJS: 8
маринад, NOUN: 8
натрий, NOUN: 8
подготовка, NOUN: 8
рассказ, NOUN: 8
штамбовый, ADJF: 8
овощной, ADJF: 8
перо, NOUN: 8
обратить, INFN: 8
сеть, NOUN: 8
отдыхаю, VERB: 8
мастер, NOUN: 8
позднее, COMP: 8
открытие, NOUN: 8
судя, GRND: 8
финиш, NOUN: 8
ядовитый, ADJF: 8
решаю, VERB: 8
низ, NOUN: 8
общение, NOUN: 8
объяснил, VERB: 8
вношу, VERB: 8
содержусь, VERB: 8
самодельный, ADJF: 8
залить, INFN: 8
индюк, NOUN: 8
закон, NOUN: 8
бетон, NOUN: 8
солнышко, NOUN: 8
нержавейка, NOUN: 8
вскопать, INFN: 8
надобность, NOUN: 8
инта, NOUN: 8
дырка, NOUN: 8
мокрый, ADJF: 8
сигнал, NOUN: 8
тротуарный, ADJF: 8
настолько, ADVB: 8
пахать, INFN: 8
капустный, ADJF: 8
дренаж, NOUN: 8
построил, VERB: 8
развиваться, INFN: 8
луковичный, ADJF: 8
уличный, ADJF: 8
категорически, ADVB: 8
отписался, VERB: 8
мелочь, NOUN: 8
изменение, NOUN: 8
штык, NOUN: 8
рассадный, ADJF: 8
оттепель, NOUN: 8
бок, NOUN: 8
сторонник, NOUN: 8
китай, NOUN: 8
ржавчина, NOUN: 8
подарил, VERB: 8
покрываю, VERB: 8
давление, NOUN: 8
поддерживаю, VERB: 8
эксплуатация, NOUN: 8
очиток, NOUN: 8
тряпочка, NOUN: 8
очищаю, VERB: 8
изгородь, NOUN: 8
доступ, NOUN: 8
закрываю, VERB: 8
перепревший, PRTF: 8
полноценный, ADJF: 8
начинка, NOUN: 8
стружка, NOUN: 8
простор, NOUN: 8
продукция, NOUN: 8
благодарю, VERB: 8
проход, NOUN: 8
соединение, NOUN: 8
включаю, VERB: 8
сероводород, NOUN: 8
устойчив, ADJS: 8
каркас, NOUN: 8
лезу, VERB: 8
проветривание, NOUN: 8
фаза, NOUN: 8
требование, NOUN: 8
сохранился, VERB: 8
занятие, NOUN: 8
болеть, INFN: 8
необходим, ADJS: 8
замачиваю, VERB: 8
прочный, ADJF: 8
фрамуга, NOUN: 8
популярный, ADJF: 8
увидеть, INFN: 8
обхожусь, VERB: 8
спрашиваю, VERB: 8
появляться, INFN: 8
старт, NOUN: 8
ленивый, ADJF: 8
ребёночек, NOUN: 8
портулак, NOUN: 8
частый, ADJF: 8
разложить, INFN: 8
стих, NOUN: 8
капризный, ADJF: 8
вновь, ADVB: 8
прост, ADJS: 8
подрос, VERB: 8
показатель, NOUN: 8
утренний, ADJF: 8
ранка, NOUN: 8
открываю, VERB: 8
мука, NOUN: 8
суглинок, NOUN: 8
поршень, NOUN: 8
следить, INFN: 8
отдаю, VERB: 8
растрескивание, NOUN: 8
опускаюсь, VERB: 8
сырость, NOUN: 8
боковой, ADJF: 8
вентиляция, NOUN: 8
сахарный, ADJF: 8
перекопать, INFN: 7
